0.350327,0.495163,0.304575,0.593464,0.271634,0.677124,0.247320,0.424837,0.230327,0.397647,0.212810,0.380915,0.199477,0.363922,0.192680,0.352418,0.192157,0.349020,0.192157,0.349020,0.192941,0.353987,0.200523,0.365752,0.214902,0.381961,0.230327,0.403137,0.251242,0.589020,0.283660,0.616732,0.000000,0.000000,0.528889,0.325490,0.595033,0.304575,0.677908,0.271634,0.736732,0.482353,0.768105,0.560523,0.786928,0.613856,0.800784,0.635294,0.803922,0.646275,0.803922,0.647059,0.803922,0.645229,0.798693,0.627190,0.778039,0.605490,0.756601,0.562876,0.724183,0.503268,0.677386,0.323660,0.616993,0.283660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.238693,0.480261,0.165752,0.869804,0.061699,0.922614,0.129412,0.556863,0.193464,0.829020,0.090196,0.459346,0.051765,0.259869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531242,0.219085,0.873725,0.171503,0.958170,0.101176,0.854902,0.438693,0.829281,0.195033,0.867974,0.398431,0.963660,0.739608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.162658,0.195011,0.711168,0.145125,0.412557,0.200397,0.401502,0.245181,0.699546,0.133362,0.162658,0.000000
0.325752,0.493072,0.241830,0.767059,0.145359,0.814902,0.090196,0.381961,0.052549,0.254379,0.023268,0.202353,0.008889,0.172810,0.024837,0.254902,0.077124,0.488627,0.008366,0.169673,0.021961,0.189542,0.041307,0.215948,0.067190,0.260392,0.102484,0.352680,0.156078,0.773072,0.235556,0.755294,0.000000,0.000000,0.538301,0.301961,0.769673,0.246013,0.863529,0.209150,0.923137,0.647843,0.958954,0.755033,0.983529,0.810719,0.836078,0.172810,0.855686,0.161307,0.861961,0.161046,0.846013,0.169673,0.898824,0.474771,0.962614,0.777255,0.929673,0.724967,0.885229,0.645752,0.827451,0.213856,0.756863,0.237908,0.000000,0.000000,0.321307,0.585098,0.209673,0.764706,0.145098,0.717386,0.106144,0.318954,0.076863,0.256209,0.054118,0.225359,0.038693,0.203137,0.026928,0.187974,0.017516,0.176471,0.012549,0.171242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.628758,0.300392,0.767320,0.211503,0.841307,0.257516,0.888627,0.649673,0.925490,0.735425,0.951111,0.777516,0.967582,0.804183,0.980915,0.820915,0.984314,0.827451,0.982484,0.823529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098431,0.462585,0.525085,0.501842,0.518707,0.000000,0.487528,0.456207,0.517290,0.446570,0.098431,0.000000
0.366536,0.604706,0.264575,0.825621,0.177778,0.770458,0.116601,0.379608,0.072418,0.283922,0.038954,0.224575,0.021176,0.188497,0.019608,0.176471,0.019608,0.176471,0.023007,0.183007,0.032941,0.195817,0.044967,0.205490,0.056209,0.227451,0.073987,0.293333,0.115817,0.593725,0.184052,0.714248,0.000000,0.000000,0.653856,0.341961,0.826144,0.266928,0.883922,0.298562,0.921830,0.713203,0.949542,0.772810,0.966275,0.802614,0.972549,0.814902,0.972549,0.815425,0.967059,0.808627,0.957386,0.790327,0.938824,0.762614,0.911111,0.727320,0.878431,0.679216,0.837124,0.608366,0.785621,0.315033,0.715817,0.185621,0.000000,0.000000,0.216732,0.382484,0.242092,0.807843,0.173856,0.878693,0.126275,0.352680,0.087843,0.280000,0.054641,0.236601,0.032418,0.202614,0.016471,0.179869,0.005752,0.163660,0.003922,0.161307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429281,0.195033,0.811503,0.243922,0.878693,0.174118,0.923660,0.657516,0.956340,0.770196,0.978562,0.808366,0.907190,0.489935,0.844967,0.179869,0.842876,0.163660,0.935686,0.597908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104508,0.425879,0.522251,0.517007,0.513889,0.000000,0.512613,0.508503,0.522959,0.366497,0.104508,0.000000
0.355556,0.542745,0.280784,0.673725,0.236601,0.627974,0.201046,0.400261,0.177255,0.358693,0.162353,0.332810,0.150327,0.316601,0.140392,0.306928,0.134641,0.300131,0.132288,0.297255,0.129412,0.294118,0.129412,0.294641,0.136993,0.304837,0.149542,0.345098,0.170980,0.720784,0.213856,0.719739,0.000000,0.000000,0.581699,0.330980,0.673987,0.281046,0.723399,0.324706,0.760261,0.552418,0.789542,0.601830,0.813333,0.633725,0.834510,0.656471,0.853595,0.679216,0.869020,0.697516,0.870588,0.705882,0.869804,0.703529,0.862222,0.683137,0.839739,0.650196,0.809935,0.589020,0.769150,0.219346,0.720261,0.214379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306144,0.580915,0.199216,0.898039,0.108497,0.946144,0.049673,0.375686,0.039477,0.311634,0.172288,0.825098,0.172026,0.826928,0.019085,0.206275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.635294,0.285229,0.898824,0.203137,0.946144,0.109804,0.966536,0.767059,0.984837,0.809935,0.990588,0.825098,0.992157,0.826928,0.987974,0.807843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134066,0.294926,0.650935,0.206774,0.515306,0.015023,0.520550,0.414824,0.559240,0.327948,0.134066,0.000000
0.354510,0.701961,0.301176,0.631634,0.270065,0.471895,0.241046,0.418039,0.216993,0.388235,0.199216,0.363399,0.181961,0.345359,0.167582,0.328889,0.155294,0.315033,0.144314,0.302222,0.135425,0.294379,0.133333,0.294118,0.135948,0.296471,0.148235,0.315817,0.169150,0.517647,0.196863,0.687059,0.000000,0.000000,0.750327,0.329150,0.792680,0.481830,0.820654,0.642353,0.840784,0.673987,0.852288,0.693072,0.861176,0.701699,0.862745,0.701961,0.859346,0.700654,0.854118,0.696471,0.844183,0.686536,0.833725,0.673464,0.820131,0.649412,0.796340,0.616732,0.765229,0.581961,0.732026,0.366797,0.687059,0.196863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371242,0.535948,0.303007,0.918954,0.157908,0.986405,0.059869,0.468235,0.105359,0.523922,0.171242,0.850980,0.129412,0.848366,0.087582,0.820131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.591111,0.341176,0.921307,0.311634,0.638170,0.111634,0.803660,0.447059,0.850719,0.285490,0.850980,0.173072,0.848366,0.129673,0.872157,0.276601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136702,0.212868,0.534439,0.432115,0.483702,0.022817,0.490788,0.443878,0.562500,0.231293,0.136702,0.000000
0.362614,0.620392,0.311373,0.725490,0.274771,0.522353,0.245490,0.424314,0.223268,0.393987,0.201569,0.370719,0.184314,0.349804,0.172026,0.330980,0.164967,0.322092,0.160000,0.317386,0.150850,0.308235,0.146405,0.303529,0.145098,0.301961,0.149804,0.317908,0.167582,0.611242,0.201830,0.639216,0.000000,0.000000,0.663007,0.336732,0.725490,0.311373,0.778562,0.500131,0.812549,0.619608,0.835817,0.664052,0.849673,0.688366,0.854902,0.698039,0.852549,0.695425,0.849673,0.692549,0.844706,0.687320,0.837124,0.676601,0.823791,0.647582,0.796078,0.601830,0.757386,0.532288,0.707451,0.248627,0.641046,0.202092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.288366,0.385621,0.314771,0.910588,0.167320,0.955817,0.073725,0.554248,0.094902,0.491503,0.181176,0.833464,0.134902,0.812810,0.150588,0.774379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.441569,0.258039,0.911634,0.323922,0.955817,0.171242,0.980392,0.709020,0.990850,0.831373,0.992157,0.833464,0.983529,0.812810,0.961046,0.774379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139130,0.194303,0.630527,0.324121,0.478175,0.024376,0.493056,0.417517,0.575113,0.202948,0.139130,0.000000
0.345359,0.721830,0.284706,0.841830,0.240261,0.583529,0.206275,0.393725,0.179869,0.355033,0.157124,0.328366,0.138301,0.304837,0.116601,0.286275,0.105098,0.264052,0.095686,0.253333,0.086536,0.243922,0.078431,0.236340,0.074510,0.231373,0.074771,0.236078,0.085490,0.618301,0.112941,0.678693,0.000000,0.000000,0.772026,0.321046,0.842092,0.284706,0.883660,0.533333,0.911895,0.730196,0.925229,0.762092,0.925490,0.768627,0.925490,0.768627,0.922876,0.765490,0.916340,0.756078,0.904314,0.738824,0.886013,0.711634,0.859346,0.684706,0.831373,0.645490,0.798431,0.569935,0.747974,0.190588,0.680523,0.112941,0.000000,0.000000,0.000000,0.000000,0.410458,0.581699,0.353987,0.945621,0.208105,0.953725,0.114248,0.519477,0.046536,0.336732,0.086013,0.476340,0.155556,0.833987,0.147974,0.821438,0.149281,0.800261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640261,0.378301,0.945621,0.361046,0.972026,0.254641,0.985621,0.820654,0.992157,0.834510,0.992157,0.835294,0.992157,0.833987,0.985098,0.821438,0.969412,0.800261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116438,0.287557,0.537982,0.518282,0.519416,0.000000,0.522392,0.555556,0.540391,0.286139,0.116438,0.000000
0.390850,0.586144,0.332288,0.727059,0.278170,0.718954,0.234248,0.439216,0.201569,0.386667,0.179346,0.351634,0.161569,0.329412,0.145359,0.311373,0.138301,0.298562,0.133333,0.294118,0.133333,0.294118,0.137516,0.302745,0.153203,0.332549,0.179085,0.376209,0.217778,0.675294,0.266667,0.730980,0.000000,0.000000,0.628235,0.363660,0.728105,0.332288,0.783529,0.337516,0.816732,0.617778,0.845752,0.667190,0.861438,0.695948,0.866667,0.705882,0.865882,0.705621,0.859085,0.698039,0.850980,0.690458,0.840784,0.678170,0.827190,0.660915,0.809935,0.642092,0.791373,0.614641,0.765229,0.320523,0.730980,0.266928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.302484,0.486797,0.259346,0.830065,0.164183,0.905621,0.097516,0.406013,0.036601,0.271634,0.145359,0.669281,0.134902,0.701961,0.005229,0.172288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.536471,0.277647,0.831895,0.263791,0.905882,0.165490,0.953203,0.713725,0.979085,0.796340,0.991895,0.828235,0.992157,0.835294,0.992157,0.835033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135294,0.214569,0.621173,0.340845,0.509212,0.006094,0.506236,0.351049,0.586026,0.307681,0.135294,0.000000
0.310588,0.570719,0.275294,0.684967,0.243137,0.485229,0.218562,0.395817,0.202876,0.371765,0.185882,0.354248,0.175425,0.338562,0.165490,0.327320,0.156863,0.318431,0.152941,0.313987,0.152941,0.313725,0.152941,0.313725,0.153203,0.317124,0.163922,0.356078,0.189542,0.683399,0.239739,0.700654,0.000000,0.000000,0.610458,0.288627,0.685229,0.275294,0.731242,0.452026,0.767843,0.573333,0.799477,0.614118,0.824314,0.646797,0.842614,0.673203,0.847059,0.686275,0.847059,0.686275,0.844967,0.683660,0.835294,0.669542,0.820131,0.652026,0.804444,0.636601,0.787712,0.588497,0.755556,0.257255,0.701699,0.240784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.179346,0.263268,0.254641,0.870850,0.107190,0.926536,0.165490,0.757647,0.241046,0.809150,0.143007,0.831111,0.150065,0.829281,0.121307,0.611242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.316601,0.152418,0.872680,0.265098,0.926536,0.110327,0.964967,0.526275,0.989281,0.809150,0.992157,0.831111,0.992157,0.829281,0.984837,0.810458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142045,0.273384,0.642999,0.226190,0.495607,0.018849,0.506519,0.376276,0.572704,0.265731,0.142045,0.000000
0.389020,0.581176,0.317647,0.709804,0.268235,0.622745,0.233203,0.421176,0.205229,0.380915,0.186405,0.351895,0.170458,0.332549,0.159477,0.317386,0.151634,0.309542,0.149020,0.305882,0.152680,0.315033,0.168366,0.330719,0.184575,0.350588,0.203922,0.380915,0.231634,0.443922,0.275817,0.736209,0.000000,0.000000,0.627190,0.374641,0.709804,0.317647,0.766013,0.401307,0.807582,0.606797,0.829804,0.657516,0.844183,0.682876,0.850980,0.693072,0.850980,0.694118,0.850980,0.694118,0.850980,0.694118,0.847320,0.689150,0.838170,0.677908,0.824052,0.660654,0.807059,0.636340,0.783268,0.601830,0.754248,0.296732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199216,0.259869,0.269542,0.783791,0.152680,0.893856,0.082353,0.507451,0.032418,0.263268,0.096471,0.551111,0.095425,0.586928,0.004706,0.167843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.304575,0.173333,0.790588,0.276340,0.894641,0.154771,0.955556,0.552680,0.866144,0.419085,0.847843,0.185882,0.878693,0.154248,0.880261,0.167843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141989,0.218112,0.616071,0.300595,0.493056,0.007653,0.490930,0.298469,0.528912,0.356859,0.141989,0.000000
